configuration_id,seed,n_blocks,message_length_bits,lambda_bits,cluster_pattern,cluster_sequence,executor_cluster_sequence,alice_message_pattern,bob_message_pattern,alice_message_bits,bob_message_bits,requested_initial_leader,derived_initial_leader,terminal_state,success,gamma_after_recovery,commitment_ciphertext_mask_link,block_algebra,C_A_hex,C_B_hex,ciphertext_A_formula,ciphertext_B_formula,all_block_message_relations_valid,last_chunk_a_bits,last_chunk_b_bits,true_last_chunk_accounting,maximum_information_lead,fairness_violation,joint_6n_state_constructed
fair_00523,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,all_11,fixed_seed_random,11111111,01110000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008b8,00000008f8,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_00524,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,all_11,fixed_seed_random,11111111,01110000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008bf,00000008c5,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00525,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,all_11,fixed_seed_random,11111111,01110000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",0000000884,000000083b,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00526,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,all_11,fixed_seed_random,11111111,01110000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008e1,00000008ef,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00527,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,all_11,fixed_seed_random,11111111,01110000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",0000000867,00000008bb,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00528,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_00,00110011,00000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008ef,00000008be,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_00529,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_00,00110011,00000000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",000000081e,00000008ec,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_00530,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_00,00110011,00000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",000000082b,0000000851,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00531,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_00,00110011,00000000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008bd,00000008a5,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00532,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_00,00110011,00000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",000000082f,00000008d2,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00533,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_00,00110011,00000000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008ab,00000008fb,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00534,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_11,00110011,11111111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008b5,00000008e8,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_00535,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_11,00110011,11111111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008d6,0000000892,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_00536,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_11,00110011,11111111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008f7,0000000867,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00537,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_11,00110011,11111111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",0000000823,00000008d1,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00538,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_11,00110011,11111111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",000000088d,00000008eb,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00539,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,all_11,00110011,11111111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",0000000867,000000083c,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00540,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,alternating_00_11,00110011,00110011,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008be,000000082b,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_00541,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,alternating_00_11,00110011,00110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008f4,000000085f,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_00542,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,alternating_00_11,00110011,00110011,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",0000000826,0000000889,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00543,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,alternating_00_11,00110011,00110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",0000000838,00000008a4,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00544,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,alternating_00_11,00110011,00110011,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008a4,000000081e,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00545,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,alternating_00_11,00110011,00110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",000000087b,00000008e1,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00546,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,fixed_seed_random,00110011,01110000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",0000000809,00000008d4,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_00547,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,fixed_seed_random,00110011,01110000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",000000087c,00000008aa,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_00548,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,fixed_seed_random,00110011,01110000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",0000000892,00000008d5,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00549,2026083001,4,8,2,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,fixed_seed_random,00110011,01110000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",000000083c,00000008f8,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_00550,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,fixed_seed_random,00110011,01110000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008d6,0000000868,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00551,2026083001,4,8,4,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,alternating_00_11,fixed_seed_random,00110011,01110000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008d7,00000008a4,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_00552,2026083001,4,8,1,all_phi2,phi2|phi2|phi2|phi2,phi2|phi2|phi2|phi2,fixed_seed_random,all_00,00001110,00000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}]",000000086b,0000000889,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
