branch_id,branch_index,initial_state,alice_message,bob_message,bell_branch_12,bell_branch_34,bell_branch_56,M_B,tilde_M_B,M_A,tilde_M_A,K_A_otp_hex,K_B_otp_hex,C_A_hex,C_B_hex,ciphertext_A_formula,ciphertext_B_formula,ciphertext_formulas_valid,message_relations_valid,decoded_intermediates,passed_classical_quantum_input,Out_A,Out_B,executor_recovered_by_alice,executor_recovered_by_bob,gamma_A_valid,gamma_B_valid,terminal_state,logical_erasure,branch_success
phi1-A01-B11-00_10_11,28,phi1,01,11,00,10,11,01,10,10,11,9b,c4,98,c6,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""00"", ""10"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,01,11,01,True,True,COMPLETED,True,True
phi1-A01-B11-00_11_00,29,phi1,01,11,00,11,00,00,11,01,00,73,20,73,23,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""00"", ""11"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,01,11,01,True,True,COMPLETED,True,True
phi1-A01-B11-11_00_11,30,phi1,01,11,11,00,11,11,00,10,11,de,75,dd,75,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""11"", ""00"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,01,11,01,True,True,COMPLETED,True,True
phi1-A01-B11-11_01_00,31,phi1,01,11,11,01,00,10,01,01,00,00,b8,00,b9,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""11"", ""01"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,01,11,01,True,True,COMPLETED,True,True
phi1-A10-B00-00_00_11,32,phi1,10,00,00,00,11,00,00,01,11,f8,17,fb,17,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""00"", ""00"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,10,00,10,True,True,COMPLETED,True,True
phi1-A10-B00-00_01_00,33,phi1,10,00,00,01,00,01,01,10,00,09,91,09,90,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""00"", ""01"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,10,00,10,True,True,COMPLETED,True,True
phi1-A10-B00-11_10_11,34,phi1,10,00,11,10,11,10,10,01,11,4d,48,4e,4a,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""11"", ""10"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,10,00,10,True,True,COMPLETED,True,True
phi1-A10-B00-11_11_00,35,phi1,10,00,11,11,00,11,11,10,00,7f,2e,7f,2d,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""11"", ""11"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,10,00,10,True,True,COMPLETED,True,True
phi1-A10-B01-00_00_00,36,phi1,10,01,00,00,00,01,00,10,00,7d,dd,7d,dd,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""00"", ""00"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,10,01,10,True,True,COMPLETED,True,True
phi1-A10-B01-00_01_11,37,phi1,10,01,00,01,11,00,01,01,11,67,d9,64,d8,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""00"", ""01"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,10,01,10,True,True,COMPLETED,True,True
phi1-A10-B01-11_10_00,38,phi1,10,01,11,10,00,11,10,10,00,be,57,be,55,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""11"", ""10"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,10,01,10,True,True,COMPLETED,True,True
phi1-A10-B01-11_11_11,39,phi1,10,01,11,11,11,10,11,01,11,c3,57,c0,54,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""11"", ""11"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,10,01,10,True,True,COMPLETED,True,True
phi1-A10-B10-00_10_11,40,phi1,10,10,00,10,11,00,10,01,11,39,69,3a,6b,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""00"", ""10"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,10,10,10,True,True,COMPLETED,True,True
phi1-A10-B10-00_11_00,41,phi1,10,10,00,11,00,01,11,10,00,f1,d2,f1,d1,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""00"", ""11"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,10,10,10,True,True,COMPLETED,True,True
phi1-A10-B10-11_00_11,42,phi1,10,10,11,00,11,10,00,01,11,2a,a9,29,a9,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""11"", ""00"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,10,10,10,True,True,COMPLETED,True,True
phi1-A10-B10-11_01_00,43,phi1,10,10,11,01,00,11,01,10,00,6e,80,6e,81,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""11"", ""01"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,10,10,10,True,True,COMPLETED,True,True
phi1-A10-B11-00_10_00,44,phi1,10,11,00,10,00,01,10,10,00,01,fe,01,fc,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""00"", ""10"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,10,11,10,True,True,COMPLETED,True,True
phi1-A10-B11-00_11_11,45,phi1,10,11,00,11,11,00,11,01,11,3e,ba,3d,b9,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""00"", ""11"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,10,11,10,True,True,COMPLETED,True,True
phi1-A10-B11-11_00_00,46,phi1,10,11,11,00,00,11,00,10,00,46,2e,46,2e,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""11"", ""00"", ""00""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,10,11,10,True,True,COMPLETED,True,True
phi1-A10-B11-11_01_11,47,phi1,10,11,11,01,11,10,01,01,11,43,93,40,92,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""11"", ""01"", ""11""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,10,11,10,True,True,COMPLETED,True,True
phi1-A11-B00-00_00_10,48,phi1,11,00,00,00,10,00,00,01,10,c7,57,c5,57,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""00"", ""00"", ""10""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,11,00,11,True,True,COMPLETED,True,True
phi1-A11-B00-00_01_01,49,phi1,11,00,00,01,01,01,01,10,01,ae,e4,af,e5,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""00"", ""01"", ""01""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,11,00,11,True,True,COMPLETED,True,True
phi1-A11-B00-11_10_10,50,phi1,11,00,11,10,10,10,10,01,10,88,d8,8a,da,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""11"", ""10"", ""10""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,11,00,11,True,True,COMPLETED,True,True
phi1-A11-B00-11_11_01,51,phi1,11,00,11,11,01,11,11,10,01,12,52,13,51,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""11"", ""11"", ""01""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,11,00,11,True,True,COMPLETED,True,True
phi1-A11-B01-00_00_01,52,phi1,11,01,00,00,01,01,00,10,01,f3,3b,f2,3b,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""00"", ""00"", ""01""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,11,01,11,True,True,COMPLETED,True,True
phi1-A11-B01-00_01_10,53,phi1,11,01,00,01,10,00,01,01,10,c0,66,c2,67,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""00"", ""01"", ""10""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,11,01,11,True,True,COMPLETED,True,True
phi1-A11-B01-11_10_01,54,phi1,11,01,11,10,01,11,10,10,01,26,1e,27,1c,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""11"", ""10"", ""01""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,11,01,11,True,True,COMPLETED,True,True
phi1-A11-B01-11_11_10,55,phi1,11,01,11,11,10,10,11,01,10,82,67,80,64,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""11"", ""11"", ""10""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,11,01,11,True,True,COMPLETED,True,True
