configuration_id,corrupted_party,abort_before_opening_prefix,next_sender,terminal_state,openings_completed,maximum_information_lead,lambda_bits,fairness_violation,corrupt_party_owns_valid_MAC_key,prefix_checked
fair_00415,Alice,10,Alice,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00415,Alice,13,Alice,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00415,Alice,14,Alice,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00415,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00415,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00415,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00415,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00415,Bob,8,Bob,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00415,Bob,11,Bob,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00415,Bob,12,Bob,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00415,Bob,15,Bob,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00416,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00416,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00416,Alice,4,Alice,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00416,Alice,7,Alice,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00416,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00416,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00416,Bob,5,Bob,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00416,Bob,6,Bob,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00417,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00417,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00417,Alice,5,Alice,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00417,Alice,6,Alice,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00417,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00417,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00417,Bob,4,Bob,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00417,Bob,7,Bob,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00418,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00418,Alice,3,Alice,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00418,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00418,Bob,2,Bob,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00419,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00419,Alice,2,Alice,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00419,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00419,Bob,3,Bob,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00420,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00420,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00420,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00420,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00420,Alice,8,Alice,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00420,Alice,11,Alice,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00420,Alice,12,Alice,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00420,Alice,15,Alice,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00420,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00420,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00420,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00420,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00420,Bob,9,Bob,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00420,Bob,10,Bob,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00420,Bob,13,Bob,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00420,Bob,14,Bob,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00421,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00421,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00421,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00421,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00421,Alice,9,Alice,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00421,Alice,10,Alice,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00421,Alice,13,Alice,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00421,Alice,14,Alice,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00421,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00421,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00421,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00421,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00421,Bob,8,Bob,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00421,Bob,11,Bob,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00421,Bob,12,Bob,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00421,Bob,15,Bob,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00422,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00422,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00422,Alice,4,Alice,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00422,Alice,7,Alice,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00422,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00422,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00422,Bob,5,Bob,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00422,Bob,6,Bob,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00423,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00423,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00423,Alice,5,Alice,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00423,Alice,6,Alice,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00423,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00423,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00423,Bob,4,Bob,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00423,Bob,7,Bob,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00424,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00424,Alice,3,Alice,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00424,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00424,Bob,2,Bob,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00425,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00425,Alice,2,Alice,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00425,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00425,Bob,3,Bob,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00426,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00426,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00426,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00426,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00426,Alice,8,Alice,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00426,Alice,11,Alice,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00426,Alice,12,Alice,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00426,Alice,15,Alice,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00426,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00426,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00426,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00426,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00426,Bob,9,Bob,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00426,Bob,10,Bob,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00426,Bob,13,Bob,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00426,Bob,14,Bob,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00427,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00427,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00427,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00427,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00427,Alice,9,Alice,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00427,Alice,10,Alice,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00427,Alice,13,Alice,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00427,Alice,14,Alice,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00427,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00427,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00427,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00427,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00427,Bob,8,Bob,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00427,Bob,11,Bob,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00427,Bob,12,Bob,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00427,Bob,15,Bob,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00428,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00428,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00428,Alice,4,Alice,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00428,Alice,7,Alice,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00428,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00428,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00428,Bob,5,Bob,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00428,Bob,6,Bob,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00429,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00429,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00429,Alice,5,Alice,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00429,Alice,6,Alice,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00429,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00429,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00429,Bob,4,Bob,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00429,Bob,7,Bob,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00430,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00430,Alice,3,Alice,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00430,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00430,Bob,2,Bob,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00431,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00431,Alice,2,Alice,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00431,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00431,Bob,3,Bob,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00432,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00432,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00432,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00432,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00432,Alice,8,Alice,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00432,Alice,11,Alice,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00432,Alice,12,Alice,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00432,Alice,15,Alice,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00432,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00432,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00432,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00432,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00432,Bob,9,Bob,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00432,Bob,10,Bob,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00432,Bob,13,Bob,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00432,Bob,14,Bob,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00433,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00433,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00433,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00433,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00433,Alice,9,Alice,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00433,Alice,10,Alice,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00433,Alice,13,Alice,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00433,Alice,14,Alice,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00433,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00433,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00433,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00433,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00433,Bob,8,Bob,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00433,Bob,11,Bob,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00433,Bob,12,Bob,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00433,Bob,15,Bob,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00434,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00434,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00434,Alice,4,Alice,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00434,Alice,7,Alice,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00434,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00434,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00434,Bob,5,Bob,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00434,Bob,6,Bob,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00435,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00435,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00435,Alice,5,Alice,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00435,Alice,6,Alice,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00435,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00435,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00435,Bob,4,Bob,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00435,Bob,7,Bob,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00436,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00436,Alice,3,Alice,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00436,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00436,Bob,2,Bob,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00437,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00437,Alice,2,Alice,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00437,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00437,Bob,3,Bob,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00438,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00438,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00438,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00438,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00438,Alice,8,Alice,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00438,Alice,11,Alice,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00438,Alice,12,Alice,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00438,Alice,15,Alice,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00438,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00438,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00438,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00438,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00438,Bob,9,Bob,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00438,Bob,10,Bob,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00438,Bob,13,Bob,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00438,Bob,14,Bob,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00439,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00439,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00439,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00439,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00439,Alice,9,Alice,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00439,Alice,10,Alice,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00439,Alice,13,Alice,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00439,Alice,14,Alice,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00439,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00439,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00439,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00439,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00439,Bob,8,Bob,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00439,Bob,11,Bob,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00439,Bob,12,Bob,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00439,Bob,15,Bob,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00440,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00440,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00440,Alice,4,Alice,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00440,Alice,7,Alice,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00440,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00440,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00440,Bob,5,Bob,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00440,Bob,6,Bob,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00441,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00441,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00441,Alice,5,Alice,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00441,Alice,6,Alice,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00441,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00441,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00441,Bob,4,Bob,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00441,Bob,7,Bob,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00442,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00442,Alice,3,Alice,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00442,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00442,Bob,2,Bob,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00443,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00443,Alice,2,Alice,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00443,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00443,Bob,3,Bob,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00444,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00444,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00444,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00444,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00444,Alice,8,Alice,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00444,Alice,11,Alice,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00444,Alice,12,Alice,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00444,Alice,15,Alice,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00444,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00444,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00444,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00444,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00444,Bob,9,Bob,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00444,Bob,10,Bob,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00444,Bob,13,Bob,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00444,Bob,14,Bob,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00445,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00445,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00445,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00445,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00445,Alice,9,Alice,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00445,Alice,10,Alice,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00445,Alice,13,Alice,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00445,Alice,14,Alice,ABORT_PARTICIPANT,14,1,1,False,True,True
fair_00445,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00445,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00445,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00445,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00445,Bob,8,Bob,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00445,Bob,11,Bob,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00445,Bob,12,Bob,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00445,Bob,15,Bob,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00446,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00446,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00446,Alice,4,Alice,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00446,Alice,7,Alice,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00446,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00446,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00446,Bob,5,Bob,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00446,Bob,6,Bob,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00447,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00447,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00447,Alice,5,Alice,ABORT_PARTICIPANT,5,2,2,False,True,True
fair_00447,Alice,6,Alice,ABORT_PARTICIPANT,6,2,2,False,True,True
fair_00447,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00447,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00447,Bob,4,Bob,ABORT_PARTICIPANT,4,2,2,False,True,True
fair_00447,Bob,7,Bob,ABORT_PARTICIPANT,7,2,2,False,True,True
fair_00448,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00448,Alice,3,Alice,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00448,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00448,Bob,2,Bob,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00449,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00449,Alice,2,Alice,ABORT_PARTICIPANT,2,4,4,False,True,True
fair_00449,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00449,Bob,3,Bob,ABORT_PARTICIPANT,3,4,4,False,True,True
fair_00450,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00450,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00450,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00450,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00450,Alice,8,Alice,ABORT_PARTICIPANT,8,1,1,False,True,True
fair_00450,Alice,11,Alice,ABORT_PARTICIPANT,11,1,1,False,True,True
fair_00450,Alice,12,Alice,ABORT_PARTICIPANT,12,1,1,False,True,True
fair_00450,Alice,15,Alice,ABORT_PARTICIPANT,15,1,1,False,True,True
fair_00450,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00450,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00450,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00450,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00450,Bob,9,Bob,ABORT_PARTICIPANT,9,1,1,False,True,True
fair_00450,Bob,10,Bob,ABORT_PARTICIPANT,10,1,1,False,True,True
fair_00450,Bob,13,Bob,ABORT_PARTICIPANT,13,1,1,False,True,True
fair_00450,Bob,14,Bob,ABORT_PARTICIPANT,14,1,1,False,True,True
